Case ID,Case Type,Court Type,Judge Name,Lawyer Name,Case Start Date,Case End Date,Judge Experience (Years),Lawyer Experience (Years),Case Duration (Days),Case Outcome,Lawyer Firm,Case Complexity Level,Case Status
1008,Property,Family Court,Mindy Baker,Mary Andrews,2022-02-02,2022-03-14,34,34,40,Pending,Wilson Legal,Low,Pending
1009,Criminal,High Court,Thomas Patterson,Rachel Davis,2020-07-16,2023-11-28,32,25,1230,Dismissal,Smith & Co,Low,Open
1010,Property,Commercial Court,Daniel Goodwin,Randall Parker,2021-02-16,2024-04-17,16,14,1156,Dismissal,Lee & Partners,High,Pending
1011,Property,Small Claims Court,Amanda Ray,Thomas Garrett,2021-12-08,2022-05-06,21,3,149,Settlement,Black Legal Solutions,Medium,Open
1012,Family,Commercial Court,Jeffrey Wright,David Atkinson,2022-05-20,2024-11-14,37,1,909,Conviction,Clark & Harris,High,Closed
1013,Property,High Court,Allison Raymond,Brianna Johnson,2022-06-17,2025-01-01,27,13,929,Dismissal,Black Legal Solutions,Medium,Closed
1014,Civil,High Court,Greg Poole,Lisa Ryan,2022-02-27,2024-07-12,12,15,866,Conviction,Young & Associates,Low,Closed
1015,Property,High Court,Sharon Massey,Ashley Taylor,2023-06-28,2024-01-16,20,23,202,Pending,Lee & Partners,Low,Open
1016,Corporate,District Court,David Little,Adam Bradley,2022-03-31,2024-05-30,20,7,791,Pending,Smith & Co,Low,Closed
1017,Property,Commercial Court,Brittney Valdez,Troy King,2023-01-11,2023-12-16,28,5,339,Pending,Carter Law,High,Pending
1018,Civil,District Court,Jennifer Anderson,Cynthia Park,2020-10-22,2022-05-04,31,1,559,Conviction,Lee & Partners,Low,Closed
1019,Property,Family Court,Alan Dean,Corey Johnson,2024-04-23,2024-07-07,5,8,75,Conviction,Lee & Partners,Low,Pending
1020,Civil,Family Court,Michael Burns,Robert Smith,2023-05-18,2023-07-03,14,25,46,Conviction,Carter Law,High,Closed
1021,Criminal,District Court,Carol Reynolds,William Brown,2023-12-14,2024-12-27,33,14,379,Conviction,Davis Legal Services,High,Open
1022,Civil,District Court,Julia Soto DDS,Tyler Walls,2024-11-18,2024-11-20,34,30,2,Acquittal,Wilson Legal,High,Pending
1023,Family,Small Claims Court,Lisa Ward,Donald Dillon,2021-01-04,2022-10-14,28,4,648,Settlement,Wilson Legal,Medium,Open
1024,Family,Family Court,Amy Pitts,Mary Mitchell,2020-08-25,2022-12-10,38,7,837,Dismissal,Carter Law,Medium,Pending
1025,Family,District Court,Dr. Daniel Ward MD,Nicole Bryant,2022-08-02,2024-12-07,22,12,858,Conviction,Davis Legal Services,Medium,Pending
1026,Criminal,Commercial Court,Katherine Garcia,Holly Wilson,2023-02-16,2023-06-14,33,5,118,Dismissal,Clark & Harris,Medium,Closed
1027,Criminal,Small Claims Court,Kara Baldwin,Melissa Luna,2021-04-20,2022-06-04,8,9,410,Acquittal,Smith & Co,High,Open
1028,Civil,District Court,Michael Hamilton,Sara Lewis,2023-12-24,2024-09-08,15,35,259,Pending,Davis Legal Services,High,Closed
1029,Criminal,Commercial Court,Sheila Obrien,Charles Bridges,2023-11-08,2024-01-08,25,9,61,Conviction,Black Legal Solutions,Low,Open
1030,Corporate,Commercial Court,Carmen Young,Jordan Hicks,2023-08-01,2024-07-06,13,10,340,Conviction,Smith & Co,High,Open
1031,Family,High Court,Tiffany Wolf,Joseph Smith,2023-01-23,2023-04-30,21,11,97,Judgment for Plaintiff,Wilson Legal,Low,Open
1032,Criminal,Commercial Court,Richard Wolf,Dawn Johnson,2022-05-08,2024-10-09,12,12,885,Pending,Carter Law,Low,Closed
1033,Criminal,Family Court,Caroline Durham DVM,Jean Rodriguez,2023-12-20,2024-07-17,31,17,210,Pending,Davis Legal Services,Low,Pending
1034,Criminal,Small Claims Court,Amanda Watson,Heather Martin,2023-08-22,2023-10-26,38,29,65,Pending,Wilson Legal,High,Closed
1035,Civil,Family Court,James Clark,Beverly Gomez,2023-11-06,2024-04-23,7,24,169,Judgment for Plaintiff,Young & Associates,High,Closed
1036,Family,High Court,Joan Orr,Rachael Walters,2020-10-09,2023-10-16,29,3,1102,Dismissal,Wilson Legal,High,Closed
1037,Family,District Court,Brian Clark,Christopher Ho,2022-04-27,2022-12-08,33,30,225,Dismissal,Young & Associates,Medium,Pending
1038,Corporate,District Court,Robert Gonzales,Amanda Lopez,2024-07-19,2024-12-29,6,25,163,Acquittal,Davis Law Firm,Low,Open
1039,Property,Family Court,Barbara Phillips,Timothy Simpson,2021-04-08,2023-07-30,29,34,843,Pending,Young & Associates,Medium,Closed
1040,Corporate,High Court,Allison Kim,Jessica Smith,2024-10-17,2024-12-23,27,17,67,Pending,Carter Law,Medium,Open
1041,Family,Commercial Court,Lee Ibarra,Kim Tate,2023-05-27,2023-08-15,26,7,80,Pending,Young & Associates,Low,Open
1042,Family,Commercial Court,Wendy Bennett,Jenny Hill,2022-10-13,2024-09-14,17,4,702,Acquittal,Lee & Partners,High,Pending
1043,Criminal,High Court,Aaron Lucero,Justin Burgess,2024-09-24,2024-12-11,40,13,78,Conviction,Carter Law,Medium,Closed
1044,Corporate,Commercial Court,Ronald Jones,Caleb Ross,2023-12-30,2024-05-19,11,21,141,Settlement,Black Legal Solutions,High,Open
1045,Criminal,Family Court,Scott Mcintosh,Julie Knox,2020-02-20,2024-03-21,12,20,1491,Judgment for Plaintiff,Young & Associates,Low,Open
1046,Corporate,Small Claims Court,Whitney Willis MD,Kevin Williams,2024-03-23,2024-08-19,12,15,149,Dismissal,Wilson Legal,Low,Closed
1047,Property,High Court,Andres Jones MD,Alan White,2020-10-13,2023-06-15,20,33,975,Settlement,Davis Legal Services,Medium,Closed
1048,Family,Family Court,Mrs. Rachel Sawyer,Krystal White,2022-11-22,2023-07-04,28,4,224,Settlement,Davis Law Firm,High,Closed
1049,Property,Family Court,Thomas Snyder,Emily Allen,2023-04-16,2023-08-26,39,1,132,Conviction,Smith & Co,High,Pending
1050,Property,Family Court,Debra Williams,Tina Colon,2022-08-17,2023-01-24,15,13,160,Settlement,Carter Law,Medium,Open
1051,Property,District Court,Yolanda Callahan,Mr. Christopher Figueroa,2024-08-22,2024-11-04,25,31,74,Dismissal,Lee & Partners,High,Pending
1052,Family,Family Court,Lindsey Rodriguez,Monica Miller,2023-01-30,2024-03-05,9,14,400,Pending,Wilson Legal,Medium,Open
1053,Civil,Small Claims Court,Jeffrey Brown,Marissa Walters,2024-05-16,2024-10-16,22,33,153,Pending,Davis Law Firm,Low,Open
1054,Property,District Court,Stephanie Stuart,Daniel Wells,2022-11-30,2024-07-06,35,20,584,Dismissal,Young & Associates,High,Pending
1055,Corporate,High Court,Karen Powell,Megan Buchanan,2023-02-22,2024-05-30,6,11,463,Settlement,Lee & Partners,Low,Pending
1056,Corporate,Commercial Court,Amy Haynes,Brandon Gonzalez,2020-07-31,2023-02-25,28,34,939,Conviction,Lee & Partners,Low,Pending
1057,Corporate,Small Claims Court,Christopher Richards,Richard Phillips,2020-12-13,2022-09-22,14,15,648,Pending,Wilson Legal,High,Open
1058,Family,High Court,Marcus Ramirez,Sarah Chaney,2021-10-27,2023-08-25,30,29,667,Acquittal,Clark & Harris,High,Closed
1059,Property,Commercial Court,Jackie Garcia,Misty Decker,2020-04-25,2020-08-13,33,33,110,Dismissal,Wilson Legal,Low,Closed
1060,Criminal,Family Court,Rachel Bailey,Stephen Williams,2020-02-24,2023-02-21,5,11,1093,Conviction,Clark & Harris,High,Open
1061,Property,Small Claims Court,Thomas Hernandez,Erin Hayden,2020-04-17,2023-03-15,24,4,1062,Pending,Clark & Harris,Low,Pending
1062,Criminal,District Court,Jessica Lee,Paul Brooks,2021-03-16,2024-10-25,16,8,1319,Acquittal,Carter Law,Medium,Closed
1063,Criminal,Family Court,Linda Odonnell,Brittany Kaiser,2023-04-07,2024-06-29,31,28,449,Settlement,Carter Law,Medium,Closed
1064,Civil,Commercial Court,Christopher Watts,Jessica Rodriguez,2022-08-27,2023-06-21,21,1,298,Dismissal,Carter Law,High,Closed
1065,Property,Family Court,Steven Wilson,Thomas Ali,2023-10-16,2024-10-14,37,2,364,Conviction,Clark & Harris,Medium,Open
1066,Property,Commercial Court,John Wilson,Kristin Young,2021-09-27,2023-11-07,38,3,771,Pending,Lee & Partners,High,Open
1067,Civil,Commercial Court,Mandy Torres,Gloria Pittman,2024-04-28,2024-07-19,31,28,82,Dismissal,Wilson Legal,Low,Open
1068,Corporate,Small Claims Court,Veronica Kennedy,Jacqueline Parker,2020-02-20,2022-06-11,39,4,842,Pending,Wilson Legal,Low,Open
1069,Corporate,District Court,Amy Hodge,Dr. Kevin Wilson,2023-12-10,2024-01-08,36,23,29,Pending,Carter Law,Medium,Open
1070,Property,High Court,Randy Williams,Richard Stevens,2023-01-07,2024-04-19,29,17,468,Judgment for Plaintiff,Wilson Legal,Low,Open
1071,Property,High Court,William Frey,John Jenkins,2020-06-02,2021-11-23,15,10,539,Conviction,Wilson Legal,Medium,Open
1072,Civil,High Court,Jasmine Carrillo,Jeffrey Stevens,2024-01-31,2024-04-03,7,18,63,Judgment for Plaintiff,Wilson Legal,Medium,Open
1073,Family,Family Court,Jacqueline Mcguire,Jonathan Young,2023-04-07,2023-05-12,9,18,35,Dismissal,Davis Legal Services,Low,Closed
1074,Family,High Court,Patricia Foster,Amy Simpson,2023-12-26,2024-07-04,29,31,191,Conviction,Lee & Partners,High,Open
1075,Family,Small Claims Court,Jacob Vasquez,Julia Perkins,2020-11-21,2022-01-03,25,21,408,Dismissal,Davis Legal Services,Medium,Pending
1076,Criminal,High Court,Lisa Daugherty,Brendan Smith,2020-12-06,2021-12-01,5,4,360,Judgment for Plaintiff,Young & Associates,High,Closed
1077,Family,Small Claims Court,Sara Roberts,Brian Buchanan,2023-04-21,2023-12-19,21,15,242,Conviction,Davis Law Firm,Low,Closed
1078,Family,Family Court,Hannah Stuart,Ann Hale,2020-02-04,2020-11-24,18,30,294,Dismissal,Lee & Partners,High,Pending
1079,Property,Commercial Court,Alejandro Ellison,Sarah Branch,2022-03-19,2024-01-28,40,32,680,Conviction,Davis Law Firm,Medium,Pending
1080,Criminal,Small Claims Court,Jennifer Myers,Stuart Roberts,2023-10-16,2024-05-11,17,14,208,Judgment for Plaintiff,Lee & Partners,Medium,Open
1081,Property,District Court,Rebecca Guerrero,Edwin Gay,2023-06-09,2023-10-21,31,14,134,Acquittal,Clark & Harris,Medium,Open
1082,Family,Commercial Court,Terry Page,Jacqueline Hall,2021-02-09,2021-09-26,11,32,229,Dismissal,Black Legal Solutions,Medium,Open
1083,Civil,High Court,Elaine Olson,Kyle Meyer,2022-09-02,2024-07-11,28,31,678,Dismissal,Smith & Co,High,Open
1084,Family,District Court,Ashley Crane,Dana Sosa,2020-06-25,2021-12-03,22,29,526,Settlement,Black Legal Solutions,Medium,Closed
1085,Corporate,District Court,Ray Robinson III,Tony Davila,2020-04-23,2023-11-26,13,25,1312,Pending,Smith & Co,Low,Closed
1086,Civil,Small Claims Court,Jerry Saunders,Robert Bonilla,2020-10-16,2023-11-01,11,19,1111,Pending,Davis Legal Services,Low,Open
1087,Family,Family Court,Marvin Brown,Ruth Brennan,2024-08-18,2024-10-26,17,1,69,Judgment for Plaintiff,Davis Legal Services,High,Closed
1088,Property,Small Claims Court,Marc Jones,Kevin Owen,2021-11-04,2023-07-31,31,11,634,Conviction,Davis Law Firm,Low,Pending
1089,Property,Commercial Court,Kimberly Robbins,Brenda Clark,2021-12-09,2024-02-23,11,26,806,Acquittal,Clark & Harris,High,Pending
1090,Property,Small Claims Court,Rebecca Garza MD,Jenna Ward,2023-02-05,2023-11-11,23,20,279,Dismissal,Davis Legal Services,High,Open
1091,Property,Family Court,Randy Snyder,Faith Wood,2023-09-01,2023-10-07,9,8,36,Settlement,Clark & Harris,High,Closed
1092,Corporate,Family Court,Frank Cochran,Molly Hoffman,2022-11-12,2023-09-16,18,20,308,Settlement,Young & Associates,Medium,Pending
1093,Criminal,District Court,Robert Acosta,Jessica Lane,2021-09-11,2024-05-04,40,34,966,Pending,Wilson Legal,Low,Open
1094,Property,Family Court,Mark Griffin,Ashley Moore,2023-01-24,2023-05-13,37,21,109,Dismissal,Davis Legal Services,Low,Closed
1095,Property,Small Claims Court,Anthony Guzman,Michael Santiago,2021-07-12,2023-03-15,19,23,611,Judgment for Plaintiff,Lee & Partners,High,Open
1096,Corporate,District Court,Ashley Smith,Susan Drake,2021-03-27,2023-08-29,23,31,885,Pending,Young & Associates,High,Open
1097,Property,Small Claims Court,Stephanie Arellano,Adam Silva,2021-08-15,2024-03-29,38,14,957,Settlement,Smith & Co,Medium,Open
1098,Civil,Family Court,Marisa Barrett,David Mcneil,2021-11-30,2023-10-08,26,20,677,Conviction,Clark & Harris,Medium,Open
1099,Criminal,Commercial Court,Cassandra Snyder,Tracy Walker,2021-02-24,2024-09-01,9,16,1285,Conviction,Young & Associates,Low,Pending
1100,Criminal,High Court,Jason Thomas,Vanessa Black,2022-06-22,2024-06-08,39,16,717,Conviction,Smith & Co,Low,Open
1101,Property,District Court,Amber Whitaker,Philip Brennan,2020-08-28,2023-10-09,18,31,1137,Dismissal,Davis Legal Services,High,Open
1102,Corporate,Commercial Court,John Heath,Patricia Sloan,2023-09-05,2023-11-28,34,5,84,Dismissal,Davis Law Firm,Medium,Open
1103,Family,Family Court,Aimee Kim,Julia Price,2021-04-20,2021-12-15,6,10,239,Pending,Wilson Legal,Medium,Open
1104,Family,High Court,Stephanie White,Dawn Johns,2023-07-06,2023-12-21,34,35,168,Dismissal,Clark & Harris,Low,Pending
1105,Civil,Commercial Court,Brittany Cardenas,Chad Daniels,2022-05-10,2023-06-19,9,7,405,Dismissal,Young & Associates,Medium,Closed
1106,Corporate,Commercial Court,Allison Cooley,Charles Becker,2023-11-17,2024-10-12,34,29,330,Judgment for Plaintiff,Carter Law,Low,Open
1107,Property,Commercial Court,David Marshall,Spencer Moore,2022-11-25,2024-11-08,39,16,714,Dismissal,Wilson Legal,Medium,Closed
1108,Civil,Family Court,Joan Armstrong,Amy Richardson,2024-02-12,2024-05-14,5,34,92,Pending,Clark & Harris,High,Open
1109,Criminal,Family Court,Jonathan Browning,Ryan Haas,2022-05-19,2024-07-06,19,22,779,Pending,Young & Associates,Medium,Pending
1110,Corporate,High Court,Shelby Hutchinson,Sandy Figueroa,2021-09-14,2023-07-25,37,8,679,Conviction,Lee & Partners,Low,Open
1111,Civil,Small Claims Court,Shane Peterson,Caroline Todd,2020-08-22,2023-04-23,27,16,974,Conviction,Black Legal Solutions,Low,Closed
1112,Criminal,Family Court,Bradley Mcdowell,Felicia Davis,2022-08-27,2022-11-24,9,14,89,Judgment for Plaintiff,Black Legal Solutions,Medium,Pending
1113,Criminal,High Court,Susan Reid,Natasha Olson,2023-01-26,2024-01-19,18,14,358,Settlement,Smith & Co,Medium,Closed
1114,Corporate,High Court,James Jones,Brenda Johnson,2024-05-26,2024-08-08,11,13,74,Conviction,Young & Associates,Medium,Pending
1115,Criminal,Small Claims Court,Janet Ray,Scott Castillo,2023-07-10,2024-08-28,9,6,415,Pending,Wilson Legal,Low,Pending
1116,Civil,High Court,Rachel Wright,Levi Phillips,2022-04-22,2022-05-01,30,10,9,Judgment for Plaintiff,Young & Associates,Low,Pending
1117,Family,Small Claims Court,Debra Gonzalez,Sarah Brown,2020-09-17,2023-01-10,37,2,845,Dismissal,Young & Associates,Medium,Open
1118,Corporate,District Court,Jessica Pham,Steve Jacobs,2021-01-02,2022-12-16,39,16,713,Pending,Black Legal Solutions,Low,Open
1119,Criminal,High Court,Heather Rodriguez,James Rivera,2023-08-01,2023-10-09,22,17,69,Acquittal,Lee & Partners,Low,Closed
1120,Civil,High Court,Jessica Moore,Janet Snow,2022-08-01,2024-07-31,6,32,730,Dismissal,Clark & Harris,High,Open
1121,Criminal,Small Claims Court,Ashley Green,Stephen Esparza,2024-05-14,2024-09-09,38,29,118,Conviction,Wilson Legal,Medium,Closed
1122,Civil,Commercial Court,Kristina Rodriguez,Wyatt Bray,2022-04-23,2024-09-25,25,13,886,Judgment for Plaintiff,Lee & Partners,Low,Pending
1123,Criminal,High Court,Laura Daniel,Stacey Stewart,2022-11-20,2023-05-20,26,23,181,Acquittal,Davis Legal Services,Medium,Closed
1124,Property,Small Claims Court,Mark Walters,Rachel Jones DDS,2023-10-28,2024-01-31,12,23,95,Settlement,Carter Law,High,Open
1125,Corporate,High Court,Christopher Santos,Kevin Lowe,2022-11-08,2024-09-21,21,18,683,Dismissal,Young & Associates,Low,Pending
1126,Criminal,District Court,John Nichols,Michael Morgan,2021-01-07,2024-07-11,37,28,1281,Conviction,Lee & Partners,Low,Closed
1127,Family,Small Claims Court,Christopher Guzman,Shannon Noble,2020-08-02,2022-06-25,38,6,692,Judgment for Plaintiff,Carter Law,High,Open
1128,Property,Small Claims Court,Brian Johnson,Jeremy Marquez,2021-10-06,2024-12-10,11,35,1161,Settlement,Lee & Partners,Medium,Closed
1129,Family,District Court,Timothy Calhoun,Michelle Hess,2021-12-05,2023-05-01,17,21,512,Conviction,Wilson Legal,Low,Open
1130,Civil,Family Court,Melissa Murray,Susan Williams,2020-03-26,2022-09-25,36,26,913,Judgment for Plaintiff,Clark & Harris,High,Pending
1131,Civil,Commercial Court,Earl Acevedo,Brandy Key,2020-05-17,2024-07-15,14,26,1520,Conviction,Davis Legal Services,Medium,Closed
1132,Property,District Court,Mathew Ward,Justin Finley,2024-08-31,2024-11-27,8,11,88,Conviction,Wilson Legal,Medium,Closed
1133,Civil,District Court,Brianna Graham,Morgan Jackson,2020-03-25,2020-10-09,38,19,198,Conviction,Wilson Legal,Low,Open
1134,Property,District Court,Mary Downs,Dylan Wilkerson,2020-07-16,2023-12-31,18,6,1263,Settlement,Carter Law,Medium,Pending
1135,Property,District Court,Thomas Pace,Tammy Kramer,2020-09-11,2022-12-16,38,27,826,Acquittal,Clark & Harris,Low,Open
1136,Criminal,Small Claims Court,Thomas Jarvis,Stephanie Arnold,2020-04-20,2021-02-25,35,19,311,Pending,Wilson Legal,Low,Pending
1137,Property,Small Claims Court,James Morris,Jennifer Dixon,2022-03-20,2024-09-27,29,10,922,Conviction,Young & Associates,Low,Open
1138,Corporate,Family Court,Sara Arnold,Randy Burgess,2020-01-29,2023-12-20,29,16,1421,Conviction,Clark & Harris,Medium,Closed
1139,Criminal,Family Court,Angelica Mitchell,Angela King,2024-08-07,2024-11-05,31,16,90,Pending,Smith & Co,High,Open
1140,Civil,Family Court,Anne Smith,Tiffany Andrews,2020-12-02,2023-11-01,15,28,1064,Conviction,Davis Law Firm,High,Open
1141,Property,Small Claims Court,Jaclyn Thomas DDS,Carla Moyer,2020-04-19,2021-12-13,17,17,603,Judgment for Plaintiff,Smith & Co,High,Closed
1142,Civil,High Court,Angel Lawrence,Sherry Anthony,2024-08-15,2024-12-21,26,9,128,Settlement,Black Legal Solutions,High,Closed
1143,Family,Commercial Court,Erica Aguilar,Sonia Bailey,2022-10-25,2024-05-09,13,33,562,Settlement,Smith & Co,Medium,Pending
1144,Civil,Family Court,Adam Palmer,Penny Fitzpatrick,2022-06-26,2024-08-07,29,18,773,Conviction,Smith & Co,Medium,Closed
1145,Property,District Court,Kyle Martinez,Katherine Orr,2021-02-09,2021-10-31,14,23,264,Judgment for Plaintiff,Davis Law Firm,High,Open
1146,Corporate,Commercial Court,Cynthia Jimenez,Mr. Richard Parker,2023-10-19,2024-02-25,19,27,129,Settlement,Davis Law Firm,Medium,Pending
1147,Corporate,District Court,Gregory Sanchez,Sharon Sanchez,2021-10-11,2024-02-24,6,27,866,Pending,Carter Law,Low,Closed
1148,Property,Family Court,Dr. Gina Floyd DDS,Gina Jennings,2022-07-14,2022-07-23,32,29,9,Acquittal,Young & Associates,High,Closed
1149,Civil,High Court,Tonya Villanueva,Jeanette Jacobson,2022-10-21,2023-07-08,30,28,260,Dismissal,Carter Law,Medium,Open
1150,Corporate,Family Court,Angela Shaw,Ashley Ryan,2024-05-05,2024-10-27,27,34,175,Acquittal,Smith & Co,Low,Pending
1151,Property,Commercial Court,Lisa Kim,Vanessa Ryan,2024-01-22,2024-02-08,21,13,17,Judgment for Plaintiff,Carter Law,High,Pending
1152,Family,Small Claims Court,Misty Anderson,Spencer Gibson,2024-11-30,2024-12-06,23,15,6,Pending,Young & Associates,Medium,Closed
1153,Corporate,District Court,Christopher Brown,Kelsey Caldwell,2024-07-28,2024-10-05,40,29,69,Settlement,Davis Legal Services,Low,Pending
1154,Family,Family Court,Donna King,Jessica Kennedy MD,2020-03-16,2023-09-17,24,31,1280,Settlement,Clark & Harris,Low,Pending
1155,Family,High Court,Kimberly Carter,Tracy Richardson,2023-09-16,2024-12-28,22,26,469,Dismissal,Smith & Co,Low,Pending
1156,Property,High Court,Luke Williams,Karen Martinez,2020-05-29,2020-12-19,7,25,204,Conviction,Lee & Partners,Low,Closed
1157,Civil,High Court,Chloe Parks,Steven Hammond,2022-04-02,2022-10-29,14,4,210,Conviction,Wilson Legal,Medium,Closed
1158,Corporate,Small Claims Court,Breanna Perkins,Melissa Alexander,2024-11-26,2024-11-28,12,10,2,Acquittal,Wilson Legal,Medium,Pending
1159,Corporate,Small Claims Court,Diane Costa,Brian Ray,2021-08-29,2022-09-01,25,25,368,Acquittal,Lee & Partners,High,Pending
1160,Family,High Court,Shannon Walter,Melissa Hill,2022-04-02,2023-02-02,21,27,306,Acquittal,Carter Law,Low,Open
1161,Corporate,High Court,Rebecca Martinez,Rebecca Young,2024-04-05,2024-04-18,23,18,13,Judgment for Plaintiff,Black Legal Solutions,Low,Open
1162,Property,District Court,Linda Reynolds,Michelle Adams,2020-12-02,2022-04-04,15,30,488,Judgment for Plaintiff,Young & Associates,Medium,Pending
